time,token,last_price,volume,oi
2025-09-04 12:07:34.388363+05:30,10388994,84.4,,8241450
2025-09-04 12:07:34.388393+05:30,10390274,63.05,,8041350
2025-09-04 12:07:34.388402+05:30,10388482,66.25,,3745950
2025-09-04 12:07:34.388408+05:30,10390530,163.65,,1445325
2025-09-04 12:07:34.388413+05:30,10390018,132.8,,5114475
2025-09-04 12:07:34.388418+05:30,10388738,133.55,,9116175
2025-09-04 12:07:34.638391+05:30,10390018,132.85,,5114475
2025-09-04 12:07:34.638422+05:30,10389762,82.55,,14570625
2025-09-04 12:07:34.638430+05:30,10389250,105.85,,7452525
2025-09-04 12:07:34.638437+05:30,10389506,106.65,,4087050
2025-09-04 12:07:34.638443+05:30,10388226,164.9,,1906800
2025-09-04 12:07:34.888392+05:30,10390274,63.1,,8041350
2025-09-04 12:07:34.888424+05:30,10388482,66.2,,3745950
2025-09-04 12:07:34.888432+05:30,10388226,165.4,,1906800
2025-09-04 12:07:34.888439+05:30,10390530,163.7,,1445325
2025-09-04 12:07:35.138372+05:30,10388738,134.3,,9116175
2025-09-04 12:07:35.138406+05:30,10389250,106.05,,7452525
2025-09-04 12:07:35.138414+05:30,10388994,84.3,,8241450
2025-09-04 12:07:35.138420+05:30,10390274,63.45,,8041350
2025-09-04 12:07:35.138426+05:30,10388482,66.2,,3745950
2025-09-04 12:07:35.138432+05:30,10389506,106.6,,4087050
2025-09-04 12:07:35.393613+05:30,10388994,84.3,,8241450
2025-09-04 12:07:35.393645+05:30,10388482,66.0,,3745950
2025-09-04 12:07:35.393653+05:30,10388226,166.0,,1906800
2025-09-04 12:07:35.393661+05:30,10390530,163.1,,1445325
2025-09-04 12:07:35.393666+05:30,10390018,132.65,,5114475
2025-09-04 12:07:35.393697+05:30,10388738,134.05,,9116175
2025-09-04 12:07:35.393704+05:30,10389762,82.8,,14570625
2025-09-04 12:07:35.393711+05:30,10389250,106.35,,7452525
2025-09-04 12:07:35.643581+05:30,10389506,106.35,,4087050
2025-09-04 12:07:35.643615+05:30,10390018,132.4,,5114475
2025-09-04 12:07:35.643623+05:30,10389762,82.9,,14570625
2025-09-04 12:07:35.643630+05:30,10390274,63.45,,8041350
2025-09-04 12:07:35.884368+05:30,10389762,82.8,,14570625
2025-09-04 12:07:35.884405+05:30,10390274,63.35,,8041350
2025-09-04 12:07:35.884416+05:30,10388482,65.9,,3745950
2025-09-04 12:07:35.884426+05:30,10388226,165.8,,1906800
2025-09-04 12:07:35.884435+05:30,10390530,163.35,,1445325
2025-09-04 12:07:35.884444+05:30,10390018,132.75,,5114475
2025-09-04 12:07:36.143344+05:30,10388738,134.5,,9116175
2025-09-04 12:07:36.143375+05:30,10389762,82.75,,14570625
2025-09-04 12:07:36.143384+05:30,10389250,106.45,,7452525
2025-09-04 12:07:36.143390+05:30,10388994,84.55,,8241450
2025-09-04 12:07:36.143397+05:30,10389506,106.4,,4087050
2025-09-04 12:07:36.388217+05:30,10388738,134.5,,9116175
2025-09-04 12:07:36.388249+05:30,10390274,63.4,,8041350
2025-09-04 12:07:36.388257+05:30,10388226,165.7,,1906800
2025-09-04 12:07:36.388264+05:30,10390530,163.7,,1445325
2025-09-04 12:07:36.388269+05:30,10390018,132.45,,5114475
2025-09-04 12:07:36.643335+05:30,10390018,133.0,,5114475
2025-09-04 12:07:36.643367+05:30,10389762,82.8,,14570625
2025-09-04 12:07:36.643376+05:30,10389250,106.4,,7452525
2025-09-04 12:07:36.643382+05:30,10388482,66.25,,3745950
2025-09-04 12:07:36.643387+05:30,10389506,106.7,,4087050
2025-09-04 12:07:36.888287+05:30,10388738,134.0,,9116175
2025-09-04 12:07:36.888318+05:30,10390274,63.45,,8041350
2025-09-04 12:07:36.888326+05:30,10388482,66.3,,3745950
2025-09-04 12:07:36.888334+05:30,10388226,165.8,,1906800
2025-09-04 12:07:36.888339+05:30,10390530,163.7,,1445325
2025-09-04 12:07:37.138477+05:30,10388738,134.3,,9116175
2025-09-04 12:07:37.138507+05:30,10389762,82.8,,14570625
2025-09-04 12:07:37.138516+05:30,10389250,106.4,,7452525
2025-09-04 12:07:37.138522+05:30,10388994,84.45,,8241450
2025-09-04 12:07:37.138528+05:30,10390274,63.2,,8041350
2025-09-04 12:07:37.138535+05:30,10388482,66.25,,3745950
2025-09-04 12:07:37.138541+05:30,10389506,106.7,,4087050
2025-09-04 12:07:37.138546+05:30,10388226,165.8,,1906800
2025-09-04 12:07:37.138553+05:30,10390530,163.5,,1445325
2025-09-04 12:07:37.393383+05:30,10388738,134.45,,9116175
2025-09-04 12:07:37.393414+05:30,10389762,82.8,,14570625
2025-09-04 12:07:37.393423+05:30,10388994,84.4,,8241450
2025-09-04 12:07:37.393429+05:30,10390274,63.45,,8041350
2025-09-04 12:07:37.393435+05:30,10388482,66.25,,3745950
2025-09-04 12:07:37.393441+05:30,10389506,106.5,,4087050
2025-09-04 12:07:37.393446+05:30,10388226,165.8,,1906800
2025-09-04 12:07:37.393453+05:30,10390018,132.75,,5114475
2025-09-04 12:07:37.643464+05:30,10388738,134.25,,9116175
2025-09-04 12:07:37.643495+05:30,10389762,82.7,,14570625
2025-09-04 12:07:37.643503+05:30,10389250,106.4,,7452525
2025-09-04 12:07:37.643509+05:30,10388994,84.75,,8241450
2025-09-04 12:07:37.643515+05:30,10389506,106.6,,4087050
2025-09-04 12:07:37.643521+05:30,10390018,132.9,,5114475
2025-09-04 12:07:37.893223+05:30,10390274,63.3,,8041350
2025-09-04 12:07:37.893256+05:30,10388482,66.35,,3745950
2025-09-04 12:07:37.893265+05:30,10388226,165.65,,1906800
2025-09-04 12:07:37.893271+05:30,10390530,163.55,,1445325
2025-09-04 12:07:38.143343+05:30,10389506,106.3,,4087050
2025-09-04 12:07:38.143375+05:30,10390018,132.75,,5114475
2025-09-04 12:07:38.143384+05:30,10388738,134.7,,9116175
2025-09-04 12:07:38.143391+05:30,10389762,83.0,,14570625
2025-09-04 12:07:38.143397+05:30,10389250,106.6,,7452525
2025-09-04 12:07:38.143403+05:30,10388994,84.35,,8241450
2025-09-04 12:07:38.393867+05:30,10389762,83.0,,14570625
2025-09-04 12:07:38.393901+05:30,10388994,84.35,,8241450
2025-09-04 12:07:38.393909+05:30,10390274,63.55,,8041350
2025-09-04 12:07:38.393916+05:30,10388482,66.2,,3745950
2025-09-04 12:07:38.393922+05:30,10388226,166.15,,1906800
2025-09-04 12:07:38.393928+05:30,10390530,163.35,,1445325
2025-09-04 12:07:38.393934+05:30,10390018,132.75,,5114475
2025-09-04 12:07:38.643313+05:30,10388738,134.55,,9116175
2025-09-04 12:07:38.643344+05:30,10389762,83.15,,14570625
2025-09-04 12:07:38.643353+05:30,10389250,106.65,,7452525
2025-09-04 12:07:38.643360+05:30,10388994,84.55,,8241450
2025-09-04 12:07:38.643366+05:30,10389506,106.6,,4087050
2025-09-04 12:07:38.643372+05:30,10388226,166.1,,1906800
2025-09-04 12:07:38.643378+05:30,10390018,132.95,,5114475
2025-09-04 12:07:38.888472+05:30,10389506,106.3,,4087050
2025-09-04 12:07:38.888500+05:30,10388226,166.3,,1906800
2025-09-04 12:07:38.888509+05:30,10390530,163.1,,1445325
2025-09-04 12:07:38.888516+05:30,10389250,107.0,,7452525
2025-09-04 12:07:38.888522+05:30,10390274,63.7,,8041350
2025-09-04 12:07:38.888528+05:30,10388482,66.1,,3745950
2025-09-04 12:07:39.143305+05:30,10388738,135.65,,9116175
2025-09-04 12:07:39.143337+05:30,10389250,107.0,,7452525
2025-09-04 12:07:39.143345+05:30,10388994,83.75,,8241450
2025-09-04 12:07:39.143351+05:30,10389506,105.45,,4087050
2025-09-04 12:07:39.384346+05:30,10390530,162.3,,1445325
2025-09-04 12:07:39.384389+05:30,10390018,131.4,,5114475
2025-09-04 12:07:39.384405+05:30,10389762,83.6,,14570625
2025-09-04 12:07:39.384419+05:30,10389250,107.65,,7452525
2025-09-04 12:07:39.384431+05:30,10388482,65.7,,3745950
2025-09-04 12:07:39.384442+05:30,10388226,167.0,,1906800
2025-09-04 12:07:39.633433+05:30,10389506,105.8,,4087050
2025-09-04 12:07:39.633472+05:30,10390018,131.8,,5114475
2025-09-04 12:07:39.633485+05:30,10389762,83.75,,14570625
2025-09-04 12:07:39.633497+05:30,10389250,107.3,,7452525
2025-09-04 12:07:39.633507+05:30,10390274,64.1,,8041350
2025-09-04 12:07:39.893266+05:30,10390274,64.15,,8041350
2025-09-04 12:07:39.893297+05:30,10388482,65.8,,3745950
2025-09-04 12:07:39.893306+05:30,10388226,167.25,,1906800
2025-09-04 12:07:39.893312+05:30,10390530,162.4,,1445325
2025-09-04 12:07:40.143448+05:30,10389506,105.75,,4087050
2025-09-04 12:07:40.143480+05:30,10388226,167.2,,1906800
2025-09-04 12:07:40.143489+05:30,10390018,131.5,,5114475
2025-09-04 12:07:40.143495+05:30,10388738,135.65,,9116175
2025-09-04 12:07:40.143501+05:30,10389762,83.95,,14570625
2025-09-04 12:07:40.143507+05:30,10389250,107.25,,7452525
2025-09-04 12:07:40.143513+05:30,10388994,83.35,,8241450
2025-09-04 12:07:40.388178+05:30,10389506,105.35,,4087050
2025-09-04 12:07:40.388208+05:30,10388226,167.25,,1906800
2025-09-04 12:07:40.388216+05:30,10390530,161.9,,1445325
2025-09-04 12:07:40.388223+05:30,10388738,135.75,,9116175
2025-09-04 12:07:40.388229+05:30,10390274,64.25,,8041350
2025-09-04 12:07:40.388235+05:30,10388482,65.5,,3745950
2025-09-04 12:07:40.642124+05:30,10390018,131.2,,5114475
2025-09-04 12:07:40.642165+05:30,10389762,83.75,,14570625
2025-09-04 12:07:40.642178+05:30,10389250,107.65,,7452525
2025-09-04 12:07:40.888185+05:30,10390018,131.3,,5114475
2025-09-04 12:07:40.888216+05:30,10389762,83.7,,14570625
2025-09-04 12:07:40.888225+05:30,10390274,64.2,,8041350
2025-09-04 12:07:40.888232+05:30,10388482,65.35,,3745950
2025-09-04 12:07:40.888238+05:30,10388226,167.15,,1906800
2025-09-04 12:07:40.888244+05:30,10390530,161.9,,1445325
2025-09-04 12:07:41.143334+05:30,10390018,130.5,,5114475
2025-09-04 12:07:41.143369+05:30,10388738,135.75,,9116175
2025-09-04 12:07:41.143378+05:30,10389762,84.2,,14570625
2025-09-04 12:07:41.143384+05:30,10389250,107.4,,7452525
2025-09-04 12:07:41.143390+05:30,10388994,83.45,,8241450
2025-09-04 12:07:41.143396+05:30,10389506,105.1,,4087050
2025-09-04 12:07:41.388089+05:30,10388226,167.9,,1906800
2025-09-04 12:07:41.388121+05:30,10388738,136.3,,9116175
2025-09-04 12:07:41.388130+05:30,10388994,82.7,,8241450
2025-09-04 12:07:41.388136+05:30,10390274,64.5,,8041350
2025-09-04 12:07:41.638171+05:30,10390530,161.5,,1445325
2025-09-04 12:07:41.638202+05:30,10390018,130.6,,5114475
2025-09-04 12:07:41.638212+05:30,10389762,84.1,,14570625
2025-09-04 12:07:41.638218+05:30,10389250,108.05,,7452525
2025-09-04 12:07:41.638224+05:30,10388482,64.8,,3745950
2025-09-04 12:07:41.638230+05:30,10389506,104.5,,4087050
2025-09-04 12:07:41.888238+05:30,10388738,135.9,,9116175
2025-09-04 12:07:41.888269+05:30,10390274,64.45,,8041350
2025-09-04 12:07:41.888278+05:30,10388482,64.9,,3745950
2025-09-04 12:07:41.888285+05:30,10388226,167.9,,1906800
2025-09-04 12:07:41.888290+05:30,10390530,161.0,,1445325
2025-09-04 12:07:42.143410+05:30,10389250,108.0,,7452525
2025-09-04 12:07:42.143441+05:30,10388994,82.7,,8241450
2025-09-04 12:07:42.143449+05:30,10390274,64.5,,8041350
2025-09-04 12:07:42.143455+05:30,10389506,104.65,,4087050
2025-09-04 12:07:42.143461+05:30,10388226,167.9,,1906800
2025-09-04 12:07:42.143467+05:30,10390530,161.3,,1445325
2025-09-04 12:07:42.143473+05:30,10390018,130.6,,5114475
2025-09-04 12:07:42.143479+05:30,10388738,136.25,,9116175
2025-09-04 12:07:42.143485+05:30,10389762,84.05,,14570625
2025-09-04 12:07:42.388306+05:30,10389506,104.4,,4087050
2025-09-04 12:07:42.388337+05:30,10390530,161.15,,1445325
2025-09-04 12:07:42.388344+05:30,10390018,130.15,,5114475
2025-09-04 12:07:42.388351+05:30,10390274,64.5,,8041350
2025-09-04 12:07:42.388357+05:30,10388482,64.8,,3745950
2025-09-04 12:07:42.643403+05:30,10388738,136.25,,9116175
2025-09-04 12:07:42.643433+05:30,10389762,84.4,,14570625
2025-09-04 12:07:42.643441+05:30,10389250,108.1,,7452525
2025-09-04 12:07:42.643447+05:30,10388994,82.55,,8241450
2025-09-04 12:07:42.643454+05:30,10389506,104.35,,4087050
2025-09-04 12:07:42.643459+05:30,10388226,167.95,,1906800
2025-09-04 12:07:42.643465+05:30,10390018,130.4,,5114475
2025-09-04 12:07:42.888217+05:30,10390274,64.75,,8041350
2025-09-04 12:07:42.888249+05:30,10388482,64.75,,3745950
2025-09-04 12:07:42.888257+05:30,10388226,168.6,,1906800
2025-09-04 12:07:42.888264+05:30,10390530,160.9,,1445325
2025-09-04 12:07:43.143208+05:30,10388738,136.6,,9116175
2025-09-04 12:07:43.143239+05:30,10389762,84.35,,14570625
2025-09-04 12:07:43.143247+05:30,10389250,108.45,,7452525
2025-09-04 12:07:43.143254+05:30,10388994,82.55,,8241450
2025-09-04 12:07:43.143259+05:30,10389506,104.2,,4087050
2025-09-04 12:07:43.143265+05:30,10390018,130.4,,5114475
2025-09-04 12:07:43.393885+05:30,10390018,130.6,,5114475
2025-09-04 12:07:43.393916+05:30,10388738,136.35,,9116175
2025-09-04 12:07:43.393924+05:30,10388226,167.75,,1906800
2025-09-04 12:07:43.638238+05:30,10388738,136.0,,9116175
2025-09-04 12:07:43.638269+05:30,10389762,83.8,,14570625
2025-09-04 12:07:43.638278+05:30,10389250,108.1,,7452525
2025-09-04 12:07:43.638284+05:30,10388994,83.1,,8241450
2025-09-04 12:07:43.638291+05:30,10390274,64.65,,8041350
2025-09-04 12:07:43.638297+05:30,10388482,65.05,,3745950
2025-09-04 12:07:43.638303+05:30,10389506,104.8,,4087050
2025-09-04 12:07:43.638309+05:30,10388226,167.05,,1906800
2025-09-04 12:07:43.638314+05:30,10390530,160.9,,1445325
2025-09-04 12:07:43.638320+05:30,10390018,131.2,,5114475
2025-09-04 12:07:43.888260+05:30,10389250,107.85,,7452525
2025-09-04 12:07:43.888300+05:30,10390274,64.25,,8041350
2025-09-04 12:07:43.888314+05:30,10388482,65.05,,3745950
2025-09-04 12:07:43.888326+05:30,10389506,104.8,,4087050
2025-09-04 12:07:43.888332+05:30,10388226,167.25,,1906800
2025-09-04 12:07:43.888339+05:30,10390530,161.25,,1445325
2025-09-04 12:07:44.139085+05:30,10390018,131.25,,5114475
2025-09-04 12:07:44.139130+05:30,10388738,135.8,,9116175
2025-09-04 12:07:44.139148+05:30,10389762,83.8,,14570625
2025-09-04 12:07:44.139161+05:30,10389250,107.65,,7452525
2025-09-04 12:07:44.139175+05:30,10388994,83.35,,8241450
2025-09-04 12:07:44.139187+05:30,10389506,105.2,,4087050
2025-09-04 12:07:44.393433+05:30,10388738,135.8,,9116175
2025-09-04 12:07:44.393466+05:30,10389762,83.65,,14570625
2025-09-04 12:07:44.393475+05:30,10389250,107.7,,7452525
2025-09-04 12:07:44.393481+05:30,10388994,83.1,,8241450
2025-09-04 12:07:44.393487+05:30,10390274,64.3,,8041350
2025-09-04 12:07:44.393493+05:30,10388482,65.3,,3745950
2025-09-04 12:07:44.393500+05:30,10389506,105.0,,4087050
2025-09-04 12:07:44.393505+05:30,10388226,167.55,,1906800
2025-09-04 12:07:44.638148+05:30,10389762,83.8,,14570625
2025-09-04 12:07:44.638178+05:30,10389250,107.5,,7452525
2025-09-04 12:07:44.638186+05:30,10389506,105.15,,4087050
2025-09-04 12:07:44.638193+05:30,10390530,161.5,,1445325
2025-09-04 12:07:44.638199+05:30,10390018,131.05,,5114475
2025-09-04 12:07:44.893175+05:30,10390274,64.05,,8041350
2025-09-04 12:07:44.893207+05:30,10388482,65.2,,3745950
2025-09-04 12:07:44.893215+05:30,10388226,167.35,,1906800
2025-09-04 12:07:44.893222+05:30,10390530,161.6,,1445325
2025-09-04 12:07:45.143237+05:30,10389250,107.65,,7452525
2025-09-04 12:07:45.143272+05:30,10388994,83.2,,8241450
2025-09-04 12:07:45.143281+05:30,10390274,64.1,,8041350
2025-09-04 12:07:45.143288+05:30,10389506,104.85,,4087050
2025-09-04 12:07:45.143294+05:30,10388226,167.35,,1906800
2025-09-04 12:07:45.143300+05:30,10388738,135.9,,9116175
2025-09-04 12:07:45.393314+05:30,10388226,167.6,,1906800
2025-09-04 12:07:45.393345+05:30,10390530,161.7,,1445325
2025-09-04 12:07:45.393353+05:30,10390018,131.25,,5114475
2025-09-04 12:07:45.393359+05:30,10389762,83.75,,14570625
2025-09-04 12:07:45.393365+05:30,10389250,107.8,,7452525
2025-09-04 12:07:45.393370+05:30,10388994,83.1,,8241450
2025-09-04 12:07:45.393376+05:30,10390274,64.2,,8041350
2025-09-04 12:07:45.393382+05:30,10388482,65.15,,3745950
2025-09-04 12:07:45.634175+05:30,10390018,131.05,,5114475
2025-09-04 12:07:45.634214+05:30,10389762,83.95,,14570625
2025-09-04 12:07:45.634226+05:30,10389506,104.9,,4087050
2025-09-04 12:07:45.888106+05:30,10390274,64.15,,8041350
2025-09-04 12:07:45.888136+05:30,10388482,65.1,,3745950
2025-09-04 12:07:45.888144+05:30,10388226,167.65,,1906800
2025-09-04 12:07:45.888151+05:30,10390530,161.7,,1445325
2025-09-04 12:07:46.138270+05:30,10388738,136.05,,9116175
2025-09-04 12:07:46.138301+05:30,10389762,83.9,,14570625
2025-09-04 12:07:46.138309+05:30,10389250,107.85,,7452525
2025-09-04 12:07:46.138315+05:30,10388994,83.0,,8241450
2025-09-04 12:07:46.138321+05:30,10389506,104.6,,4087050
2025-09-04 12:07:46.393130+05:30,10390018,130.85,,5114475
2025-09-04 12:07:46.393162+05:30,10388738,136.05,,9116175
2025-09-04 12:07:46.393170+05:30,10390274,64.3,,8041350
2025-09-04 12:07:46.393177+05:30,10388482,65.0,,3745950
2025-09-04 12:07:46.393183+05:30,10388226,167.45,,1906800
2025-09-04 12:07:46.638482+05:30,10389506,104.75,,4087050
2025-09-04 12:07:46.638514+05:30,10388226,167.45,,1906800
2025-09-04 12:07:46.638522+05:30,10390530,161.15,,1445325
2025-09-04 12:07:46.638529+05:30,10390018,131.0,,5114475
2025-09-04 12:07:46.638535+05:30,10389762,83.65,,14570625
2025-09-04 12:07:46.638541+05:30,10389250,107.6,,7452525
2025-09-04 12:07:46.888948+05:30,10388738,135.4,,9116175
2025-09-04 12:07:46.888981+05:30,10390274,64.0,,8041350
2025-09-04 12:07:46.888990+05:30,10388482,64.95,,3745950
2025-09-04 12:07:46.888996+05:30,10388226,167.45,,1906800
2025-09-04 12:07:46.889002+05:30,10390530,161.15,,1445325
2025-09-04 12:07:47.143973+05:30,10390274,64.0,,8041350
2025-09-04 12:07:47.144003+05:30,10388482,64.95,,3745950
2025-09-04 12:07:47.144012+05:30,10389506,104.6,,4087050
2025-09-04 12:07:47.144019+05:30,10388226,167.5,,1906800
2025-09-04 12:07:47.144025+05:30,10388738,135.8,,9116175
2025-09-04 12:07:47.144031+05:30,10389762,83.65,,14570625
2025-09-04 12:07:47.144036+05:30,10389250,107.6,,7452525
2025-09-04 12:07:47.144042+05:30,10388994,82.9,,8241450
2025-09-04 12:07:47.393252+05:30,10388226,167.5,,1906800
2025-09-04 12:07:47.393282+05:30,10390530,161.0,,1445325
2025-09-04 12:07:47.393291+05:30,10390018,130.4,,5114475
2025-09-04 12:07:47.393297+05:30,10390274,64.05,,8041350
2025-09-04 12:07:47.638966+05:30,10389506,104.1,,4087050
2025-09-04 12:07:47.639006+05:30,10390018,130.35,,5114475
2025-09-04 12:07:47.639018+05:30,10388738,135.9,,9116175
2025-09-04 12:07:47.639027+05:30,10389762,83.8,,14570625
2025-09-04 12:07:47.639037+05:30,10389250,107.75,,7452525
2025-09-04 12:07:47.639046+05:30,10388994,82.5,,8241450
2025-09-04 12:07:47.639055+05:30,10388482,64.75,,3745950
2025-09-04 12:07:47.888066+05:30,10388226,167.75,,1906800
2025-09-04 12:07:47.888095+05:30,10390530,161.05,,1445325
2025-09-04 12:07:47.888104+05:30,10390274,64.05,,8041350
2025-09-04 12:07:47.888110+05:30,10388482,64.55,,3745950
2025-09-04 12:07:48.139172+05:30,10388738,136.2,,9116175
2025-09-04 12:07:48.139202+05:30,10389762,84.0,,14570625
2025-09-04 12:07:48.139211+05:30,10389250,108.0,,7452525
2025-09-04 12:07:48.139217+05:30,10388994,82.2,,8241450
2025-09-04 12:07:48.139224+05:30,10389506,103.6,,4087050
2025-09-04 12:07:48.139230+05:30,10390018,129.85,,5114475
2025-09-04 12:07:48.393176+05:30,10388738,136.05,,9116175
2025-09-04 12:07:48.393211+05:30,10388994,82.25,,8241450
2025-09-04 12:07:48.393219+05:30,10390274,64.3,,8041350
2025-09-04 12:07:48.393226+05:30,10388226,167.9,,1906800
2025-09-04 12:07:48.393231+05:30,10390018,129.65,,5114475
2025-09-04 12:07:48.643223+05:30,10388226,167.9,,1906800
2025-09-04 12:07:48.643255+05:30,10390530,160.3,,1445325
2025-09-04 12:07:48.643263+05:30,10390018,129.9,,5114475
2025-09-04 12:07:48.643270+05:30,10388738,136.3,,9116175
2025-09-04 12:07:48.643276+05:30,10389762,84.1,,14570625
2025-09-04 12:07:48.643282+05:30,10389250,108.0,,7452525
2025-09-04 12:07:48.643287+05:30,10388994,82.05,,8241450
2025-09-04 12:07:48.643293+05:30,10388482,64.35,,3745950
2025-09-04 12:07:48.643298+05:30,10389506,103.9,,4087050
2025-09-04 12:07:48.888126+05:30,10389250,108.05,,7452525
2025-09-04 12:07:48.888157+05:30,10390274,64.5,,8041350
2025-09-04 12:07:48.888165+05:30,10388482,64.25,,3745950
2025-09-04 12:07:48.888172+05:30,10389506,103.7,,4087050
2025-09-04 12:07:48.888177+05:30,10388226,168.35,,1906800
2025-09-04 12:07:48.888183+05:30,10390530,160.15,,1445325
2025-09-04 12:07:49.138193+05:30,10389506,103.6,,4087050
2025-09-04 12:07:49.138223+05:30,10390018,129.7,,5114475
2025-09-04 12:07:49.138232+05:30,10388738,136.65,,9116175
2025-09-04 12:07:49.138239+05:30,10389762,84.3,,14570625
2025-09-04 12:07:49.138245+05:30,10389250,108.25,,7452525
2025-09-04 12:07:49.138251+05:30,10388994,82.05,,8241450
2025-09-04 12:07:49.393384+05:30,10390018,129.6,,5114475
2025-09-04 12:07:49.393418+05:30,10388738,136.35,,9116175
2025-09-04 12:07:49.393427+05:30,10389762,84.3,,14570625
2025-09-04 12:07:49.393433+05:30,10389250,108.25,,7452525
2025-09-04 12:07:49.393439+05:30,10390274,64.5,,8041350
2025-09-04 12:07:49.393445+05:30,10388482,64.3,,3745950
2025-09-04 12:07:49.393451+05:30,10388226,168.1,,1906800
2025-09-04 12:07:49.393456+05:30,10390530,160.2,,1445325
2025-09-04 12:07:49.638162+05:30,10390018,129.6,,5114475
2025-09-04 12:07:49.638193+05:30,10389762,84.1,,14570625
2025-09-04 12:07:49.638202+05:30,10389250,108.25,,7452525
2025-09-04 12:07:49.638208+05:30,10389506,103.65,,4087050
2025-09-04 12:07:49.883106+05:30,10390274,64.55,,8041350
2025-09-04 12:07:49.883146+05:30,10388482,64.3,,3745950
2025-09-04 12:07:49.883158+05:30,10388226,168.25,,1906800
2025-09-04 12:07:49.883169+05:30,10390530,159.95,,1445325
2025-09-04 12:07:50.143277+05:30,10388738,136.35,,9116175
2025-09-04 12:07:50.143309+05:30,10389250,108.3,,7452525
2025-09-04 12:07:50.143318+05:30,10388994,82.0,,8241450
2025-09-04 12:07:50.143324+05:30,10390274,64.55,,8041350
2025-09-04 12:07:50.143330+05:30,10388482,64.3,,3745950
2025-09-04 12:07:50.143336+05:30,10389506,103.8,,4087050
2025-09-04 12:07:50.388220+05:30,10390018,129.8,,5114475
2025-09-04 12:07:50.388251+05:30,10388738,136.6,,9116175
2025-09-04 12:07:50.388260+05:30,10389762,84.3,,14570625
2025-09-04 12:07:50.388267+05:30,10389250,108.1,,7452525
2025-09-04 12:07:50.388273+05:30,10388994,82.2,,8241450
2025-09-04 12:07:50.388279+05:30,10389506,103.7,,4087050
2025-09-04 12:07:50.388285+05:30,10388226,168.45,,1906800
2025-09-04 12:07:50.388290+05:30,10390530,160.05,,1445325
2025-09-04 12:07:50.648062+05:30,10390018,129.6,,5114475
2025-09-04 12:07:50.648093+05:30,10389762,84.25,,14570625
2025-09-04 12:07:50.648101+05:30,10390274,64.6,,8041350
2025-09-04 12:07:50.648107+05:30,10388482,64.15,,3745950
2025-09-04 12:07:50.899534+05:30,10389506,103.75,,4087050
2025-09-04 12:07:50.899574+05:30,10388226,168.45,,1906800
2025-09-04 12:07:50.899588+05:30,10390530,160.05,,1445325
2025-09-04 12:07:50.899599+05:30,10390274,64.4,,8041350
2025-09-04 12:07:50.899611+05:30,10388482,64.45,,3745950
2025-09-04 12:07:51.143065+05:30,10388738,136.45,,9116175
2025-09-04 12:07:51.143097+05:30,10389250,108.15,,7452525
2025-09-04 12:07:51.143106+05:30,10388994,82.1,,8241450
2025-09-04 12:07:51.393433+05:30,10390018,130.0,,5114475
2025-09-04 12:07:51.393466+05:30,10388738,136.25,,9116175
2025-09-04 12:07:51.393474+05:30,10389762,84.0,,14570625
